file                                         format  type    num_seqs        sum_len  min_len  avg_len  max_len
S-40-2023_62_S14_L001_R2_001.clean.fastq.gz  FASTQ   DNA   18,480,054  2,453,063,749       15    132.7      151
S-40-2023_62_S14_L002_R1_001.clean.fastq.gz  FASTQ   DNA   17,898,990  2,370,370,579       15    132.4      151
S-40-2023_62_S14_L002_R2_001.clean.fastq.gz  FASTQ   DNA   17,898,990  2,370,837,831       15    132.5      151
S-40-2023_63_S15_L001_R1_001.clean.fastq.gz  FASTQ   DNA   20,356,108  2,648,478,147       15    130.1      151
S-40-2023_63_S15_L001_R2_001.clean.fastq.gz  FASTQ   DNA   20,356,108  2,649,594,135       15    130.2      151
S-40-2023_63_S15_L002_R1_001.clean.fastq.gz  FASTQ   DNA   19,829,663  2,573,172,699       15    129.8      151
S-40-2023_63_S15_L002_R2_001.clean.fastq.gz  FASTQ   DNA   19,829,663  2,574,254,435       15    129.8      151
S-40-2023_64_S16_L001_R1_001.clean.fastq.gz  FASTQ   DNA   16,499,082  2,153,980,483       17    130.6      151
S-40-2023_64_S16_L001_R2_001.clean.fastq.gz  FASTQ   DNA   16,499,082  2,154,388,973       15    130.6      151
S-40-2023_64_S16_L002_R1_001.clean.fastq.gz  FASTQ   DNA   16,009,982  2,085,317,925       15    130.3      151
S-40-2023_64_S16_L002_R2_001.clean.fastq.gz  FASTQ   DNA   16,009,982  2,085,712,748       15    130.3      151
S-40-2023_65_S17_L001_R1_001.clean.fastq.gz  FASTQ   DNA   21,262,346  2,805,691,487       15      132      151
S-40-2023_65_S17_L001_R2_001.clean.fastq.gz  FASTQ   DNA   21,262,346  2,806,157,957       15      132      151
S-40-2023_65_S17_L002_R1_001.clean.fastq.gz  FASTQ   DNA   20,668,025  2,720,160,500       15    131.6      151
S-40-2023_65_S17_L002_R2_001.clean.fastq.gz  FASTQ   DNA   20,668,025  2,720,634,419       15    131.6      151
S-40-2023_66_S18_L001_R1_001.clean.fastq.gz  FASTQ   DNA   16,469,528  2,163,949,686       15    131.4      151
S-40-2023_66_S18_L001_R2_001.clean.fastq.gz  FASTQ   DNA   16,469,528  2,164,377,639       15    131.4      151
S-40-2023_66_S18_L002_R1_001.clean.fastq.gz  FASTQ   DNA   15,936,671  2,089,434,742       17    131.1      151
S-40-2023_66_S18_L002_R2_001.clean.fastq.gz  FASTQ   DNA   15,936,671  2,089,850,287       15    131.1      151
S-40-2023_67_S19_L001_R1_001.clean.fastq.gz  FASTQ   DNA   17,363,143  2,304,312,150       16    132.7      151
S-40-2023_67_S19_L001_R2_001.clean.fastq.gz  FASTQ   DNA   17,363,143  2,304,683,250       15    132.7      151
S-40-2023_67_S19_L002_R1_001.clean.fastq.gz  FASTQ   DNA   16,846,519  2,231,156,365       15    132.4      151
S-40-2023_67_S19_L002_R2_001.clean.fastq.gz  FASTQ   DNA   16,846,519  2,231,514,070       15    132.5      151
S-40-2023_68_S20_L001_R1_001.clean.fastq.gz  FASTQ   DNA   20,405,129  2,683,816,731       15    131.5      151
S-40-2023_68_S20_L001_R2_001.clean.fastq.gz  FASTQ   DNA   20,405,129  2,684,285,269       15    131.5      151
S-40-2023_68_S20_L002_R1_001.clean.fastq.gz  FASTQ   DNA   19,846,868  2,603,529,107       15    131.2      151
S-40-2023_68_S20_L002_R2_001.clean.fastq.gz  FASTQ   DNA   19,846,868  2,603,992,057       15    131.2      151
S-40-2023_69_S21_L001_R1_001.clean.fastq.gz  FASTQ   DNA   22,115,999  2,920,924,420       15    132.1      151
S-40-2023_69_S21_L001_R2_001.clean.fastq.gz  FASTQ   DNA   22,115,999  2,921,530,411       15    132.1      151
S-40-2023_69_S21_L002_R1_001.clean.fastq.gz  FASTQ   DNA   21,430,633  2,823,409,185       18    131.7      151
S-40-2023_69_S21_L002_R2_001.clean.fastq.gz  FASTQ   DNA   21,430,633  2,823,989,721       15    131.8      151
S-40-2023_6_S6_L001_R1_001.clean.fastq.gz    FASTQ   DNA   16,534,150  2,230,733,532       15    134.9      151
S-40-2023_6_S6_L001_R2_001.clean.fastq.gz    FASTQ   DNA   16,534,150  2,230,939,664       15    134.9      151
S-40-2023_6_S6_L002_R1_001.clean.fastq.gz    FASTQ   DNA   16,261,691  2,187,995,794       15    134.5      151
S-40-2023_6_S6_L002_R2_001.clean.fastq.gz    FASTQ   DNA   16,261,691  2,188,217,914       15    134.6      151
S-40-2023_70_S22_L001_R1_001.clean.fastq.gz  FASTQ   DNA   21,312,251  2,819,417,195       15    132.3      151
S-40-2023_70_S22_L001_R2_001.clean.fastq.gz  FASTQ   DNA   21,312,251  2,819,867,017       15    132.3      151
S-40-2023_70_S22_L002_R1_001.clean.fastq.gz  FASTQ   DNA   20,695,352  2,731,128,907       16      132      151
S-40-2023_70_S22_L002_R2_001.clean.fastq.gz  FASTQ   DNA   20,695,352  2,731,567,372       15      132      151
S-40-2023_71_S1_L001_R1_001.clean.fastq.gz   FASTQ   DNA   27,777,230  3,742,884,830       15    134.7      151
S-40-2023_71_S1_L001_R2_001.clean.fastq.gz   FASTQ   DNA   27,777,230  3,743,282,976       15    134.8      151
S-40-2023_71_S1_L002_R1_001.clean.fastq.gz   FASTQ   DNA   26,893,480  3,616,016,832       16    134.5      151
S-40-2023_71_S1_L002_R2_001.clean.fastq.gz   FASTQ   DNA   26,893,480  3,616,413,004       15    134.5      151
S-40-2023_72_S2_L001_R1_001.clean.fastq.gz   FASTQ   DNA   19,455,197  2,550,310,929       15    131.1      151
S-40-2023_72_S2_L001_R2_001.clean.fastq.gz   FASTQ   DNA   19,455,197  2,551,028,438       15    131.1      151
S-40-2023_72_S2_L002_R1_001.clean.fastq.gz   FASTQ   DNA   18,974,880  2,480,550,027       15    130.7      151
S-40-2023_72_S2_L002_R2_001.clean.fastq.gz   FASTQ   DNA   18,974,880  2,481,252,396       15    130.8      151
S-40-2023_73_S1_L001_R1_001.clean.fastq.gz   FASTQ   DNA   11,344,672  1,465,740,598       15    129.2      151
S-40-2023_73_S1_L001_R2_001.clean.fastq.gz   FASTQ   DNA   11,344,672  1,466,516,868       15    129.3      151
S-40-2023_73_S1_L002_R1_001.clean.fastq.gz   FASTQ   DNA   11,315,036  1,461,628,767       15    129.2      151
S-40-2023_73_S1_L002_R2_001.clean.fastq.gz   FASTQ   DNA   11,315,036  1,462,348,114       15    129.2      151
S-40-2023_74_S2_L001_R1_001.clean.fastq.gz   FASTQ   DNA   12,537,003  1,625,793,362       15    129.7      151
S-40-2023_74_S2_L001_R2_001.clean.fastq.gz   FASTQ   DNA   12,537,003  1,626,371,434       15    129.7      151
S-40-2023_74_S2_L002_R1_001.clean.fastq.gz   FASTQ   DNA   12,482,131  1,618,070,329       17    129.6      151
S-40-2023_74_S2_L002_R2_001.clean.fastq.gz   FASTQ   DNA   12,482,131  1,618,578,051       16    129.7      151
S-40-2023_75_S3_L001_R1_001.clean.fastq.gz   FASTQ   DNA    5,981,194    775,757,083       15    129.7      151
S-40-2023_75_S3_L001_R2_001.clean.fastq.gz   FASTQ   DNA    5,981,194    775,900,946       15    129.7      151
S-40-2023_75_S3_L002_R1_001.clean.fastq.gz   FASTQ   DNA    5,925,565    768,158,978       15    129.6      151
S-40-2023_75_S3_L002_R2_001.clean.fastq.gz   FASTQ   DNA    5,925,565    768,290,243       15    129.7      151
S-40-2023_7_S7_L001_R1_001.clean.fastq.gz    FASTQ   DNA   13,548,567  1,834,969,729       15    135.4      151
S-40-2023_7_S7_L001_R2_001.clean.fastq.gz    FASTQ   DNA   13,548,567  1,835,084,315       15    135.4      151
S-40-2023_7_S7_L002_R1_001.clean.fastq.gz    FASTQ   DNA   13,290,404  1,796,586,551       15    135.2      151
S-40-2023_7_S7_L002_R2_001.clean.fastq.gz    FASTQ   DNA   13,290,404  1,796,704,912       15    135.2      151
S-40-2023_8_S8_L001_R1_001.clean.fastq.gz    FASTQ   DNA   15,893,228  2,148,838,366       16    135.2      151
S-40-2023_8_S8_L001_R2_001.clean.fastq.gz    FASTQ   DNA   15,893,228  2,148,998,881       15    135.2      151
S-40-2023_8_S8_L002_R1_001.clean.fastq.gz    FASTQ   DNA   15,631,030  2,108,450,151       15    134.9      151
S-40-2023_8_S8_L002_R2_001.clean.fastq.gz    FASTQ   DNA   15,631,030  2,108,609,927       15    134.9      151
S-40-2023_9_S9_L001_R1_001.clean.fastq.gz    FASTQ   DNA   14,816,351  1,958,248,402       15    132.2      151
S-40-2023_9_S9_L001_R2_001.clean.fastq.gz    FASTQ   DNA   14,816,351  1,958,556,130       15    132.2      151
S-40-2023_9_S9_L002_R1_001.clean.fastq.gz    FASTQ   DNA   14,612,871  1,926,440,802       15    131.8      151
S-40-2023_9_S9_L002_R2_001.clean.fastq.gz    FASTQ   DNA   14,612,871  1,926,744,905       15    131.9      151
